# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
exon-XM_003718311.1-1	GENE_exon-XM_003718311.1-1	rna-XM_003718311.1	protein_coding	0	0	0	65	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
exon-XM_003718312.1-1	GENE_exon-XM_003718312.1-1	rna-XM_003718312.1	protein_coding	0	6	2	43	3	1	4	0	0	0	0	16	0	0	5	2	0	0	0	0	1	0	0	0	0	0	4	15
exon-XM_003718313.1-1	GENE_exon-XM_003718313.1-1	rna-XM_003718313.1	protein_coding	0	7	2	55	4	0	0	0	0	0	0	34	0	0	0	2	0	0	0	0	1	0	0	0	0	0	6	17
exon-XM_003718314.1-1	GENE_exon-XM_003718314.1-1	rna-XM_003718314.1	protein_coding	0	0	2	76	5	0	0	0	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	31
exon-XM_003718315.1-1	GENE_exon-XM_003718315.1-1	rna-XM_003718315.1	protein_coding	0	1	4	65	0	0	0	0	0	0	0	47	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	17
exon-XM_003718316.1-1	GENE_exon-XM_003718316.1-1	rna-XM_003718316.1	protein_coding	0	3	2	86	7	1	2	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	19
exon-XM_003718317.1-1	GENE_exon-XM_003718317.1-1	rna-XM_003718317.1	protein_coding	0	7	4	134	0	0	0	0	0	0	1	85	0	0	4	3	0	0	0	0	0	0	0	0	0	0	7	45
exon-XM_003718318.1-1	GENE_exon-XM_003718318.1-1	rna-XM_003718318.1	protein_coding	0	5	0	148	5	1	2	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	87
exon-XM_003718319.1-1	GENE_exon-XM_003718319.1-1	rna-XM_003718319.1	protein_coding	0	3	4	132	17	0	1	0	0	0	0	40	0	0	8	4	0	0	0	0	0	0	0	0	0	0	3	66
exon-XM_003718320.1-1	GENE_exon-XM_003718320.1-1	rna-XM_003718320.1	protein_coding	0	7	0	128	8	0	4	0	0	0	0	78	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	37
exon-XM_003718321.1-1	GENE_exon-XM_003718321.1-1	rna-XM_003718321.1	protein_coding	1	5	2	128	4	1	3	0	0	0	0	81	0	0	2	2	0	0	0	0	1	0	0	1	0	0	3	38
exon-XM_003718322.1-1	GENE_exon-XM_003718322.1-1	rna-XM_003718322.1	protein_coding	0	6	0	123	3	0	2	0	0	0	0	57	0	0	3	0	0	0	0	0	2	0	0	0	0	0	4	60
exon-XM_003718323.1-1	GENE_exon-XM_003718323.1-1	rna-XM_003718323.1	protein_coding	0	3	0	119	7	0	1	0	0	0	0	69	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	41
exon-XM_003718324.1-1	GENE_exon-XM_003718324.1-1	rna-XM_003718324.1	protein_coding	0	11	0	183	4	0	5	0	0	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	141
exon-XM_003718325.1-1	GENE_exon-XM_003718325.1-1	rna-XM_003718325.1	protein_coding	12	33	28	306	16	16	94	0	0	0	1	130	12	0	32	27	0	0	0	0	4	0	0	2	0	0	13	37
exon-XM_003718326.1-1	GENE_exon-XM_003718326.1-1	rna-XM_003718326.1	protein_coding	3	8	16	287	0	0	0	0	0	1	0	104	1	0	6	16	0	0	0	2	2	0	0	1	0	0	8	179
exon-XM_003718327.1-1	GENE_exon-XM_003718327.1-1	rna-XM_003718327.1	protein_coding	0	4	1	274	0	0	0	0	0	0	0	194	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	80
exon-XM_003718328.1-1	GENE_exon-XM_003718328.1-1	rna-XM_003718328.1	protein_coding	7	6	13	205	0	0	0	0	0	0	0	138	6	0	8	13	0	0	0	0	0	0	0	1	0	0	6	59
exon-XM_003718329.1-1	GENE_exon-XM_003718329.1-1	rna-XM_003718329.1	protein_coding	1	5	5	198	0	0	0	0	0	0	0	90	1	0	4	5	0	0	0	0	0	0	0	0	0	0	5	104
exon-XM_003718330.1-1	GENE_exon-XM_003718330.1-1	rna-XM_003718330.1	protein_coding	0	6	6	226	3	1	15	0	0	0	0	132	0	0	3	6	0	1	0	0	1	0	0	0	0	0	4	72
exon-XM_003718331.1-1	GENE_exon-XM_003718331.1-1	rna-XM_003718331.1	protein_coding	1	25	22	176	0	0	0	0	0	0	0	77	1	0	20	22	0	0	0	0	4	0	0	0	0	0	21	83
exon-XM_003718332.1-1	GENE_exon-XM_003718332.1-1	rna-XM_003718332.1	protein_coding	0	12	7	199	4	1	14	0	0	0	0	119	0	0	9	7	0	0	0	0	1	0	0	0	0	0	10	54
exon-XM_003718333.1-1	GENE_exon-XM_003718333.1-1	rna-XM_003718333.1	protein_coding	0	14	1	152	6	1	12	0	0	0	0	50	0	0	4	1	0	0	0	0	0	0	0	0	0	0	13	80
exon-XM_003718334.1-1	GENE_exon-XM_003718334.1-1	rna-XM_003718334.1	protein_coding	0	15	4	131	8	0	7	1	0	0	0	55	0	0	3	3	0	0	0	0	0	0	0	0	0	0	15	58
exon-XM_003718335.1-1	GENE_exon-XM_003718335.1-1	rna-XM_003718335.1	protein_coding	0	21	3	126	2	0	3	0	1	0	0	42	0	0	12	2	0	0	0	0	0	0	0	0	0	0	21	67
exon-XM_003718336.1-1	GENE_exon-XM_003718336.1-1	rna-XM_003718336.1	protein_coding	0	6	0	116	8	0	7	0	0	0	0	75	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	22
exon-XM_003718337.1-1	GENE_exon-XM_003718337.1-1	rna-XM_003718337.1	protein_coding	0	0	3	78	6	0	0	0	0	0	0	54	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	17
exon-XM_003718338.1-1	GENE_exon-XM_003718338.1-1	rna-XM_003718338.1	protein_coding	0	5	1	72	2	0	1	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	38
exon-XM_003718339.1-1	GENE_exon-XM_003718339.1-1	rna-XM_003718339.1	protein_coding	0	8	5	61	4	2	5	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	28
exon-XM_003718340.1-1	GENE_exon-XM_003718340.1-1	rna-XM_003718340.1	protein_coding	1	0	0	71	0	0	0	0	0	0	0	33	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37
exon-XM_003718341.1-1	GENE_exon-XM_003718341.1-1	rna-XM_003718341.1	protein_coding	0	11	4	85	3	0	1	0	0	0	0	41	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	40
exon-XM_003718342.1-1	GENE_exon-XM_003718342.1-1	rna-XM_003718342.1	protein_coding	0	15	2	94	5	0	0	0	0	0	0	55	0	0	1	2	0	0	0	0	1	0	0	0	0	0	14	34
exon-XM_003718343.1-1	GENE_exon-XM_003718343.1-1	rna-XM_003718343.1	protein_coding	2	11	6	162	0	0	0	0	0	0	0	110	2	0	11	6	0	0	0	0	1	0	0	0	0	0	10	42
exon-XM_003718344.1-1	GENE_exon-XM_003718344.1-1	rna-XM_003718344.1	protein_coding	0	6	1	167	0	0	0	0	1	0	0	51	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	109
exon-XM_003718345.1-1	GENE_exon-XM_003718345.1-1	rna-XM_003718345.1	protein_coding	0	2	3	166	0	0	0	0	0	0	0	78	0	0	3	3	0	0	0	0	1	0	0	0	0	0	1	86
exon-XM_003718346.1-1	GENE_exon-XM_003718346.1-1	rna-XM_003718346.1	protein_coding	0	5	7	194	0	0	0	0	0	0	0	83	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	111
exon-XM_003718347.1-1	GENE_exon-XM_003718347.1-1	rna-XM_003718347.1	protein_coding	2	3	2	205	1	0	1	0	0	0	0	110	2	0	7	2	0	0	0	0	2	0	0	0	0	0	1	88
exon-XM_003718348.1-1	GENE_exon-XM_003718348.1-1	rna-XM_003718348.1	protein_coding	0	0	0	198	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
exon-XM_003718349.1-1	GENE_exon-XM_003718349.1-1	rna-XM_003718349.1	protein_coding	0	3	7	162	0	0	0	0	0	0	0	77	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	85
exon-XM_003718350.1-1	GENE_exon-XM_003718350.1-1	rna-XM_003718350.1	protein_coding	1	4	10	131	0	0	0	0	1	0	0	69	1	0	9	9	0	0	0	0	0	0	0	0	0	0	4	53
exon-XM_003718351.1-1	GENE_exon-XM_003718351.1-1	rna-XM_003718351.1	protein_coding	0	8	0	146	5	0	2	0	0	0	0	89	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	49
exon-XM_003718352.1-1	GENE_exon-XM_003718352.1-1	rna-XM_003718352.1	protein_coding	0	15	4	128	4	2	11	0	0	0	0	31	0	0	6	4	0	0	0	0	1	0	0	0	0	0	12	77
exon-XM_003718353.1-1	GENE_exon-XM_003718353.1-1	rna-XM_003718353.1	protein_coding	0	2	0	118	0	0	0	0	0	0	0	76	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	41
exon-XM_003718354.1-1	GENE_exon-XM_003718354.1-1	rna-XM_003718354.1	protein_coding	0	6	2	92	7	1	4	0	0	0	0	48	0	0	4	2	0	0	0	0	0	0	0	0	0	0	5	29
exon-XM_003718355.1-1	GENE_exon-XM_003718355.1-1	rna-XM_003718355.1	protein_coding	0	16	1	115	3	0	2	0	0	0	0	43	0	0	6	1	0	0	0	0	0	0	0	0	0	0	16	61
exon-XM_003718356.1-1	GENE_exon-XM_003718356.1-1	rna-XM_003718356.1	protein_coding	0	4	1	172	4	1	8	0	0	0	0	125	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	32
exon-XM_003718357.1-1	GENE_exon-XM_003718357.1-1	rna-XM_003718357.1	protein_coding	0	3	0	167	0	0	0	0	0	0	0	115	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	42
exon-XM_003718358.1-1	GENE_exon-XM_003718358.1-1	rna-XM_003718358.1	protein_coding	1	1	4	166	0	0	2	0	0	0	0	114	1	0	1	4	0	0	1	0	1	0	0	0	0	0	1	50
exon-XM_003718359.1-1	GENE_exon-XM_003718359.1-1	rna-XM_003718359.1	protein_coding	0	1	1	181	0	0	0	0	0	0	0	113	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	64
exon-XM_003718360.1-1	GENE_exon-XM_003718360.1-1	rna-XM_003718360.1	protein_coding	0	1	4	182	0	0	0	0	0	0	0	99	0	0	8	4	0	0	0	0	0	0	0	0	0	0	1	75
exon-XM_003718361.1-1	GENE_exon-XM_003718361.1-1	rna-XM_003718361.1	protein_coding	0	4	1	151	0	0	8	0	0	0	0	31	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	111
exon-XM_003718362.1-1	GENE_exon-XM_003718362.1-1	rna-XM_003718362.1	protein_coding	0	11	3	120	2	2	10	0	0	0	0	76	0	0	4	3	0	0	0	0	2	0	0	0	0	0	7	29
exon-XM_003718363.1-1	GENE_exon-XM_003718363.1-1	rna-XM_003718363.1	protein_coding	1	0	1	71	0	0	0	0	0	0	0	40	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	29
exon-XM_003718364.1-1	GENE_exon-XM_003718364.1-1	rna-XM_003718364.1	protein_coding	0	0	0	74	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
exon-XM_003718365.1-1	GENE_exon-XM_003718365.1-1	rna-XM_003718365.1	protein_coding	0	1	0	107	0	0	0	0	0	0	0	51	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	54
exon-XM_003718366.1-1	GENE_exon-XM_003718366.1-1	rna-XM_003718366.1	protein_coding	0	17	3	81	2	0	0	0	0	0	0	49	0	0	2	3	0	0	0	0	1	0	0	0	0	0	16	29
exon-XM_003718367.1-1	GENE_exon-XM_003718367.1-1	rna-XM_003718367.1	protein_coding	0	4	1	69	0	0	1	0	0	0	0	25	0	0	4	1	0	1	0	0	0	0	0	0	0	0	4	38
exon-XM_003718368.1-1	GENE_exon-XM_003718368.1-1	rna-XM_003718368.1	protein_coding	0	5	3	93	2	0	2	0	1	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	63
exon-XM_003718369.1-1	GENE_exon-XM_003718369.1-1	rna-XM_003718369.1	protein_coding	0	2	1	110	5	0	0	0	0	0	0	74	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	29
exon-XM_003718370.1-1	GENE_exon-XM_003718370.1-1	rna-XM_003718370.1	protein_coding	0	8	4	156	3	0	1	0	0	0	0	112	0	0	6	4	0	0	0	0	0	0	0	0	0	0	8	34
exon-XM_003718371.1-1	GENE_exon-XM_003718371.1-1	rna-XM_003718371.1	protein_coding	0	7	3	156	3	0	7	0	0	0	0	42	0	0	18	3	0	0	0	0	0	0	0	0	0	0	7	86
exon-XM_003718372.1-1	GENE_exon-XM_003718372.1-1	rna-XM_003718372.1	protein_coding	0	2	1	153	0	0	2	0	0	0	0	84	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	67
exon-XM_003718373.1-1	GENE_exon-XM_003718373.1-1	rna-XM_003718373.1	protein_coding	3	5	15	139	0	0	0	0	0	0	0	83	2	0	18	15	0	0	1	0	1	0	0	0	0	0	4	40
exon-XM_003718374.1-1	GENE_exon-XM_003718374.1-1	rna-XM_003718374.1	protein_coding	3	1	0	112	0	0	0	0	0	0	0	25	3	0	7	0	0	0	0	0	1	0	0	0	0	0	0	81
exon-XM_003718375.1-1	GENE_exon-XM_003718375.1-1	rna-XM_003718375.1	protein_coding	1	1	1	89	0	0	0	0	0	0	0	47	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	40
exon-XM_003718376.1-1	GENE_exon-XM_003718376.1-1	rna-XM_003718376.1	protein_coding	0	4	2	81	0	0	0	0	0	0	0	52	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	29
exon-XM_003718377.1-1	GENE_exon-XM_003718377.1-1	rna-XM_003718377.1	protein_coding	0	7	5	79	0	0	14	0	0	0	0	26	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	39
exon-XM_003718378.1-1	GENE_exon-XM_003718378.1-1	rna-XM_003718378.1	protein_coding	0	0	0	75	7	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
exon-XM_003718379.1-1	GENE_exon-XM_003718379.1-1	rna-XM_003718379.1	protein_coding	1	2	1	82	0	0	0	0	0	0	0	51	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	31
exon-XM_003718380.1-1	GENE_exon-XM_003718380.1-1	rna-XM_003718380.1	protein_coding	0	2	3	84	0	0	0	0	0	0	0	28	0	0	9	3	0	0	0	0	1	0	0	0	0	0	1	48
exon-XM_003718381.1-1	GENE_exon-XM_003718381.1-1	rna-XM_003718381.1	protein_coding	0	4	0	53	1	0	0	0	0	0	0	33	0	0	5	0	0	0	0	0	1	0	0	0	0	0	3	15
exon-XM_003718382.1-1	GENE_exon-XM_003718382.1-1	rna-XM_003718382.1	protein_coding	0	4	3	52	2	0	1	0	0	0	0	27	0	0	1	3	0	0	0	0	1	0	0	0	0	0	3	22
exon-XM_003718383.1-1	GENE_exon-XM_003718383.1-1	rna-XM_003718383.1	protein_coding	1	0	0	38	0	0	0	0	0	0	0	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28
exon-XM_003718384.1-1	GENE_exon-XM_003718384.1-1	rna-XM_003718384.1	protein_coding	0	0	1	45	0	0	0	0	0	0	0	21	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23
exon-XM_003718385.1-1	GENE_exon-XM_003718385.1-1	rna-XM_003718385.1	protein_coding	1	1	0	47	0	0	0	0	0	0	0	24	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	21
exon-XM_003718386.1-1	GENE_exon-XM_003718386.1-1	rna-XM_003718386.1	protein_coding	0	1	0	48	1	0	3	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28
exon-XM_003718387.1-1	GENE_exon-XM_003718387.1-1	rna-XM_003718387.1	protein_coding	0	0	1	42	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22
exon-XM_003718388.1-1	GENE_exon-XM_003718388.1-1	rna-XM_003718388.1	protein_coding	0	0	1	41	0	0	2	0	0	0	0	12	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	24
exon-XM_003718389.1-1	GENE_exon-XM_003718389.1-1	rna-XM_003718389.1	protein_coding	0	3	1	67	1	0	12	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	40
exon-XM_003718390.1-1	GENE_exon-XM_003718390.1-1	rna-XM_003718390.1	protein_coding	0	5	2	71	1	0	9	0	0	0	0	28	0	0	2	2	0	0	0	0	0	0	0	0	0	0	5	31
exon-XM_003718391.1-1	GENE_exon-XM_003718391.1-1	rna-XM_003718391.1	protein_coding	0	1	0	62	0	0	0	0	0	0	0	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	17
exon-XM_003718392.1-1	GENE_exon-XM_003718392.1-1	rna-XM_003718392.1	protein_coding	0	1	0	65	4	1	3	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
exon-XM_003718393.1-1	GENE_exon-XM_003718393.1-1	rna-XM_003718393.1	protein_coding	0	2	1	60	1	0	1	0	0	0	0	18	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	40
exon-XM_003718394.1-1	GENE_exon-XM_003718394.1-1	rna-XM_003718394.1	protein_coding	0	4	1	51	5	1	4	0	0	0	0	16	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	26
exon-XM_003718395.1-1	GENE_exon-XM_003718395.1-1	rna-XM_003718395.1	protein_coding	0	6	1	47	1	2	2	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	18
exon-XM_003718396.1-1	GENE_exon-XM_003718396.1-1	rna-XM_003718396.1	protein_coding	0	7	1	42	3	0	5	0	0	0	0	16	0	0	3	1	0	0	0	0	0	0	0	0	0	0	7	15
exon-XM_003718397.1-1	GENE_exon-XM_003718397.1-1	rna-XM_003718397.1	protein_coding	0	12	4	65	3	0	4	0	0	0	0	33	0	0	2	4	0	0	0	0	0	0	0	0	0	0	12	23
exon-XM_003718398.1-1	GENE_exon-XM_003718398.1-1	rna-XM_003718398.1	protein_coding	0	10	6	57	2	2	6	0	0	0	0	16	0	0	2	6	0	0	0	0	2	0	0	0	0	0	6	32
exon-XM_003718399.1-1	GENE_exon-XM_003718399.1-1	rna-XM_003718399.1	protein_coding	0	0	0	108	0	0	0	0	0	0	0	41	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	66
exon-XM_003718400.1-1	GENE_exon-XM_003718400.1-1	rna-XM_003718400.1	protein_coding	0	5	0	110	9	0	7	0	0	0	0	59	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	31
exon-XM_003718401.1-1	GENE_exon-XM_003718401.1-1	rna-XM_003718401.1	protein_coding	0	14	9	91	0	0	0	0	0	0	0	55	0	0	9	9	0	0	0	0	2	0	0	0	0	0	12	29
exon-XM_003718402.1-1	GENE_exon-XM_003718402.1-1	rna-XM_003718402.1	protein_coding	0	18	2	99	2	0	0	0	0	0	0	65	0	0	6	2	0	0	0	0	1	0	0	0	0	0	17	27
exon-XM_003718403.1-1	GENE_exon-XM_003718403.1-1	rna-XM_003718403.1	protein_coding	0	2	3	67	2	0	0	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	36
exon-XM_003718404.1-1	GENE_exon-XM_003718404.1-1	rna-XM_003718404.1	protein_coding	0	3	0	61	1	0	3	0	0	0	0	26	0	0	13	0	0	0	0	0	0	0	0	0	0	0	3	18
exon-XM_003718405.1-1	GENE_exon-XM_003718405.1-1	rna-XM_003718405.1	protein_coding	0	1	1	48	0	0	0	0	0	0	0	19	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	28
exon-XM_003718406.1-1	GENE_exon-XM_003718406.1-1	rna-XM_003718406.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
exon-XM_003718407.1-1	GENE_exon-XM_003718407.1-1	rna-XM_003718407.1	protein_coding	0	3	0	61	3	0	2	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38
exon-XM_003718408.1-1	GENE_exon-XM_003718408.1-1	rna-XM_003718408.1	protein_coding	0	1	7	87	0	0	0	0	0	0	0	56	0	0	5	7	0	0	0	0	0	0	0	0	0	0	1	26
exon-XM_003718409.1-1	GENE_exon-XM_003718409.1-1	rna-XM_003718409.1	protein_coding	0	2	5	87	0	0	0	0	0	0	0	34	0	0	1	5	0	0	0	0	0	0	0	0	0	0	2	52
exon-XM_003718410.1-1	GENE_exon-XM_003718410.1-1	rna-XM_003718410.1	protein_coding	0	1	0	118	0	0	0	0	0	0	0	61	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	54
exon-XM_003718411.1-1	GENE_exon-XM_003718411.1-1	rna-XM_003718411.1	protein_coding	1	0	2	138	8	0	0	0	1	0	0	54	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	71
exon-XM_003718412.1-1	GENE_exon-XM_003718412.1-1	rna-XM_003718412.1	protein_coding	0	0	5	105	0	0	0	0	0	0	0	51	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	53
exon-XM_003718413.1-1	GENE_exon-XM_003718413.1-1	rna-XM_003718413.1	protein_coding	0	17	2	127	6	1	5	0	0	0	0	68	0	0	5	2	0	0	0	0	1	0	0	0	0	0	15	44
exon-XM_003718414.1-1	GENE_exon-XM_003718414.1-1	rna-XM_003718414.1	protein_coding	0	11	0	172	0	2	10	0	0	0	0	107	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	52
exon-XM_003718415.1-1	GENE_exon-XM_003718415.1-1	rna-XM_003718415.1	protein_coding	0	21	16	203	14	0	0	0	0	1	0	136	0	0	12	15	0	0	0	0	2	0	0	0	0	0	19	42
exon-XM_003718416.1-1	GENE_exon-XM_003718416.1-1	rna-XM_003718416.1	protein_coding	0	1	2	225	0	0	2	0	0	0	0	86	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	137
exon-XM_003718417.1-1	GENE_exon-XM_003718417.1-1	rna-XM_003718417.1	protein_coding	0	2	21	233	0	0	0	0	1	1	0	102	0	0	28	19	0	0	0	0	2	0	0	0	0	0	1	104
exon-XM_003718418.1-1	GENE_exon-XM_003718418.1-1	rna-XM_003718418.1	protein_coding	0	0	0	256	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
exon-XM_003718419.1-1	GENE_exon-XM_003718419.1-1	rna-XM_003718419.1	protein_coding	0	33	16	217	0	0	1	0	0	0	0	77	0	0	3	16	0	0	0	0	0	0	0	0	0	0	33	136
exon-XM_003718420.1-1	GENE_exon-XM_003718420.1-1	rna-XM_003718420.1	protein_coding	0	5	2	227	1	0	3	0	0	0	0	114	0	0	5	2	0	0	0	0	0	0	0	0	0	0	5	104
exon-XM_003718421.1-1	GENE_exon-XM_003718421.1-1	rna-XM_003718421.1	protein_coding	0	4	2	208	0	0	0	0	0	0	0	80	0	0	17	2	0	0	0	0	2	0	0	0	0	0	2	113
exon-XM_003718422.1-1	GENE_exon-XM_003718422.1-1	rna-XM_003718422.1	protein_coding	0	22	11	187	9	0	0	0	0	0	0	76	0	0	18	11	0	0	0	0	2	0	0	0	0	0	20	86
exon-XM_003718423.1-1	GENE_exon-XM_003718423.1-1	rna-XM_003718423.1	protein_coding	0	14	4	192	0	0	0	0	0	0	0	75	0	0	7	4	0	0	0	0	3	0	0	0	0	0	12	112
exon-XM_003718424.1-1	GENE_exon-XM_003718424.1-1	rna-XM_003718424.1	protein_coding	0	8	2	180	0	0	0	0	0	0	0	70	0	0	4	2	0	0	0	0	1	0	0	0	0	0	7	107
exon-XM_003718425.1-1	GENE_exon-XM_003718425.1-1	rna-XM_003718425.1	protein_coding	0	10	2	169	0	0	0	0	0	0	0	89	0	0	2	2	0	0	0	0	0	0	0	0	0	0	10	78
exon-XM_003718426.1-1	GENE_exon-XM_003718426.1-1	rna-XM_003718426.1	protein_coding	0	14	11	168	3	0	4	0	0	0	0	82	0	0	7	11	0	0	0	0	1	0	0	0	0	0	14	72
exon-XM_003718427.1-1	GENE_exon-XM_003718427.1-1	rna-XM_003718427.1	protein_coding	0	13	6	184	0	0	0	0	0	0	0	100	0	0	9	6	0	0	0	0	2	0	0	0	0	0	11	77
exon-XM_003718428.1-1	GENE_exon-XM_003718428.1-1	rna-XM_003718428.1	protein_coding	0	17	13	257	24	1	9	0	0	0	0	133	0	0	8	13	0	0	0	0	4	0	0	0	0	0	14	84
exon-XM_003718429.1-1	GENE_exon-XM_003718429.1-1	rna-XM_003718429.1	protein_coding	0	4	0	223	0	0	0	0	0	0	0	90	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	131
exon-XM_003718430.1-1	GENE_exon-XM_003718430.1-1	rna-XM_003718430.1	protein_coding	3	5	2	212	0	0	0	0	0	0	0	104	2	0	52	2	0	0	0	1	2	0	0	0	0	0	3	59
exon-XM_003718431.1-1	GENE_exon-XM_003718431.1-1	rna-XM_003718431.1	protein_coding	1	4	3	202	3	0	0	0	0	0	0	156	1	0	4	3	0	0	0	0	0	1	0	0	0	0	4	39
exon-XM_003718432.1-1	GENE_exon-XM_003718432.1-1	rna-XM_003718432.1	protein_coding	0	28	10	355	4	0	6	0	0	0	2	159	0	0	24	8	0	0	0	0	4	0	0	0	0	0	24	166
exon-XM_003718433.1-1	GENE_exon-XM_003718433.1-1	rna-XM_003718433.1	protein_coding	0	4	14	279	0	0	0	0	0	0	0	98	0	0	3	14	0	0	0	0	0	0	0	0	0	0	4	178
exon-XM_003718434.1-1	GENE_exon-XM_003718434.1-1	rna-XM_003718434.1	protein_coding	0	8	6	313	2	2	12	0	1	0	0	145	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	154
exon-XM_003718435.1-1	GENE_exon-XM_003718435.1-1	rna-XM_003718435.1	protein_coding	0	3	4	334	0	0	0	0	0	0	0	142	0	0	21	4	0	0	0	0	1	0	0	0	0	0	2	172
exon-XM_003718436.1-1	GENE_exon-XM_003718436.1-1	rna-XM_003718436.1	protein_coding	0	5	1	289	0	0	0	0	0	0	0	156	0	0	9	1	0	0	0	0	1	0	0	0	0	0	4	125
exon-XM_003718437.1-1	GENE_exon-XM_003718437.1-1	rna-XM_003718437.1	protein_coding	0	2	2	289	0	0	0	0	0	0	0	151	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	137
